service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
15214_20251214,1,1,1,1,1,1,1,20251214,20261212
15215_20251214,1,1,1,1,1,1,1,20251214,20261212
15217_20251214,1,1,1,1,1,1,1,20251214,20261212
15218_20251214,1,1,1,1,1,1,1,20251214,20261212
15219_20251214,1,1,1,1,1,1,1,20251214,20261212
15220_20251214,1,1,1,1,1,1,1,20251214,20261212
15221_20251214,1,1,1,1,1,0,0,20251214,20261212
15222_20251214,1,1,1,1,1,1,1,20251214,20261212
15223_20251214,1,1,1,1,1,1,1,20251214,20261212
15224_20251214,1,1,1,1,1,1,1,20251214,20261212
15225_20251214,1,1,1,1,1,1,1,20251214,20261212
15226_20251214,1,1,1,1,1,1,1,20251214,20261212
15227_20251214,1,1,1,1,1,1,1,20251214,20261212
15228_20251214,1,1,1,1,1,0,0,20251214,20261212
15229_20251214,1,1,1,1,1,1,1,20251214,20261212
15230_20251214,1,1,1,1,1,1,1,20251214,20261212
15231_20251214,1,1,1,1,1,0,0,20251214,20261212
15232_20251214,1,1,1,1,1,1,1,20251214,20261212
15233_20251214,1,1,1,1,1,1,1,20251214,20261212
15234_20251214,1,1,1,1,1,1,1,20251214,20261212
15235_20251214,1,1,1,1,1,0,0,20251214,20261212
15236_20251214,1,1,1,1,1,1,1,20251214,20261212
15237_20251214,1,1,1,1,1,1,1,20251214,20261212
15238_20251225,1,1,1,1,1,0,0,20251225,20261212
15239_20251225,1,1,1,1,1,0,0,20251225,20261212
15240_20251214,1,1,1,1,1,1,1,20251214,20261212
15241_20251214,1,1,1,1,1,1,1,20251214,20261212
15242_20251225,1,1,1,1,1,0,0,20251225,20261212
15243_20251214,1,1,1,1,1,1,1,20251214,20261212
15244_20251214,1,1,1,1,1,1,1,20251214,20261212
15245_20251225,1,1,1,1,1,1,1,20251225,20261212
15246_20251225,1,1,1,1,1,1,1,20251225,20261212
15247_20251225,1,1,1,1,1,1,1,20251225,20261212
15248_20251225,1,1,1,1,1,1,1,20251225,20261212
15249_20251225,1,1,1,1,1,0,0,20251225,20261212
15250_20251214,1,1,1,1,1,1,1,20251214,20261212
15251_20260101,1,1,1,1,1,1,1,20260101,20261212
15252_20251225,1,1,1,1,1,0,0,20251225,20261212
15254_20260101,1,1,1,1,1,1,1,20260101,20261212
15270_20260102,1,1,1,1,1,1,1,20260102,20261212
15271_20251214,1,1,1,1,1,0,0,20251214,20261212
15272_20260101,1,1,1,1,1,1,1,20260101,20261212
15273_20260102,1,1,1,1,1,1,1,20260102,20261212
15275_20260125,1,1,1,1,1,1,1,20260125,20261212
15400_20260102,1,1,1,1,1,1,1,20260102,20261212
15401_20251214,1,1,1,1,1,0,0,20251214,20261212
15402_20260102,1,1,1,1,1,1,1,20260102,20261212
15403_20251214,1,1,1,1,1,0,0,20251214,20261212
15404_20251214,1,1,1,1,1,0,0,20251214,20261212
15405_20251214,1,1,1,1,1,0,0,20251214,20261212
15406_20251226,1,1,1,1,1,1,1,20251226,20261212
15407_20251214,1,1,1,1,1,0,0,20251214,20261212
15408_20251214,1,1,1,1,1,0,0,20251214,20261212
15409_20251214,1,1,1,1,1,0,0,20251214,20261212
15410_20251214,1,1,1,1,1,0,0,20251214,20261212
15411_20251214,1,1,1,1,1,0,0,20251214,20261212
15412_20251214,1,1,1,1,1,0,0,20251214,20261212
15413_20251214,1,1,1,1,1,0,0,20251214,20261212
15414_20251214,1,1,1,1,1,0,0,20251214,20261212
15415_20251214,1,1,1,1,1,0,0,20251214,20261212
15416_20251214,1,1,1,1,1,0,0,20251214,20261212
15417_20251214,1,1,1,1,1,0,0,20251214,20261212
15418_20251214,1,1,1,1,1,0,0,20251214,20261212
15419_20251214,1,1,1,1,1,0,0,20251214,20261212
15420_20251214,1,1,1,1,1,0,0,20251214,20261212
15421_20251225,1,1,1,1,1,0,0,20251225,20261212
15422_20251214,1,1,1,1,1,0,0,20251214,20261212
15423_20251214,1,1,1,1,1,1,1,20251214,20261212
15424_20251214,1,1,1,1,1,0,0,20251214,20261212
15425_20251225,1,1,1,1,1,0,0,20251225,20261212
15426_20251225,1,1,1,1,1,1,1,20251225,20261212
15427_20260101,1,1,1,1,1,0,0,20260101,20261212
15428_20251214,1,1,1,1,1,0,0,20251214,20261212
15429_20251214,1,1,1,1,1,1,1,20251214,20261212
15431_20260101,1,1,1,1,1,0,0,20260101,20261212
15433_20251225,1,1,1,1,1,0,0,20251225,20261212
15500_20251226,1,1,1,1,1,1,1,20251226,20261212
15501_20260206,1,1,1,1,1,1,1,20260206,20261212
15502_20251214,1,1,1,1,1,0,0,20251214,20261212
15503_20260402,1,1,1,1,1,1,1,20260402,20261212
15504_20251214,1,1,1,1,1,0,0,20251214,20261212
15505_20260402,1,1,1,1,1,1,0,20260402,20261212
15506_20251214,1,1,1,1,1,1,0,20251214,20261212
15507_20251214,1,1,1,1,1,0,0,20251214,20261212
15508_20251214,1,1,1,1,1,0,0,20251214,20261212
15509_20251226,1,1,1,1,1,1,1,20251226,20261212
15510_20251226,1,1,1,1,1,1,1,20251226,20261212
15511_20260402,1,1,1,1,1,0,0,20260402,20261212
15512_20251214,1,1,1,1,1,0,0,20251214,20261212
15513_20260402,1,1,1,1,1,1,1,20260402,20261212
15514_20260402,1,1,1,1,1,1,1,20260402,20261212
15515_20251214,1,1,1,1,1,1,1,20251214,20261212
15516_20251214,1,1,1,1,1,1,1,20251214,20261212
15517_20260402,1,1,1,1,1,0,0,20260402,20261212
15518_20251214,1,1,1,1,1,0,0,20251214,20261212
15519_20260402,1,1,1,1,1,1,1,20260402,20261212
15520_20260402,1,1,1,1,1,1,1,20260402,20261212
15521_20260402,1,1,1,1,1,1,1,20260402,20261212
15522_20260419,1,1,1,1,1,1,1,20260419,20261212
15523_20260402,1,1,1,1,1,0,0,20260402,20261212
15524_20251214,1,1,1,1,1,0,0,20251214,20261212
15525_20260402,1,1,1,1,1,1,1,20260402,20261212
15526_20260402,1,1,1,1,1,1,1,20260402,20261212
15527_20251214,1,1,1,1,1,1,1,20251214,20261212
15528_20251214,1,1,1,1,1,1,1,20251214,20261212
15529_20260402,1,1,1,1,1,0,0,20260402,20261212
15530_20251214,1,1,1,1,1,0,0,20251214,20261212
15531_20260402,1,1,1,1,1,1,1,20260402,20261212
15532_20260402,1,1,1,1,1,1,1,20260402,20261212
15533_20260419,1,1,1,1,1,1,1,20260419,20261212
15534_20251214,1,1,1,1,1,1,1,20251214,20261212
15535_20251214,1,1,1,1,1,0,0,20251214,20261212
15536_20251214,1,1,1,1,1,0,0,20251214,20261212
15537_20251214,1,1,1,1,1,1,1,20251214,20261212
15538_20251214,1,1,1,1,1,1,1,20251214,20261212
15539_20251214,1,1,1,1,1,1,1,20251214,20261212
15540_20251214,1,1,1,1,1,1,1,20251214,20261212
15541_20251214,1,1,1,1,1,0,0,20251214,20261212
15542_20251214,1,1,1,1,1,0,0,20251214,20261212
15543_20260402,1,1,1,1,1,1,1,20260402,20261212
15544_20260402,1,1,1,1,1,1,1,20260402,20261212
15545_20251214,1,1,1,1,1,0,0,20251214,20261212
15546_20251225,1,1,1,1,1,1,1,20251225,20261212
15547_20251214,1,1,1,1,1,1,1,20251214,20261212
15548_20260402,1,1,1,1,1,1,1,20260402,20261212
15549_20251225,1,1,1,1,1,1,1,20251225,20261212
15550_20251225,1,1,1,1,1,1,1,20251225,20261212
15551_20251225,1,1,1,1,1,1,1,20251225,20261212
15552_20251225,1,1,1,1,1,1,1,20251225,20261212
15553_20260205,1,1,1,1,1,1,1,20260205,20261212
15601_20260420,1,1,1,1,1,0,0,20260420,20260424
15601_20260426,0,0,0,0,0,0,1,20260426,20260426
15601_20260427,1,1,1,1,1,0,0,20260427,20260501
15601_20260503,1,1,1,1,1,0,1,20260503,20260508
15601_20260510,0,0,0,0,0,0,1,20260510,20260510
15601_20260511,1,1,1,1,1,0,0,20260511,20260515
15601_20260517,0,0,0,0,0,0,1,20260517,20260517
15601_20260518,1,1,1,1,1,1,1,20260518,20261212
15605_20260420,0,0,0,0,0,1,0,20260420,20260425
15605_20260426,0,0,0,0,0,0,1,20260426,20260426
15605_20260427,0,0,0,0,1,1,1,20260427,20260509
15605_20260510,0,0,0,0,0,0,1,20260510,20260510
15605_20260511,0,0,0,0,0,1,0,20260511,20260516
15605_20260517,0,0,0,0,0,0,1,20260517,20260517
15605_20260518,1,1,1,1,0,1,1,20260518,20261212
15607_20251214,1,1,1,1,1,0,0,20251214,20261212
15609_20260420,1,1,1,1,1,1,0,20260420,20260425
15609_20260426,0,0,0,0,0,0,1,20260426,20260426
15609_20260427,1,1,1,1,1,1,1,20260427,20260509
15609_20260510,0,0,0,0,0,0,1,20260510,20260510
15609_20260511,1,1,1,1,1,1,0,20260511,20260516
15609_20260517,0,0,0,0,0,0,1,20260517,20260517
15609_20260518,1,1,1,1,1,1,1,20260518,20261212
15611_20251214,1,1,1,1,1,1,0,20251214,20261212
15613_20251214,1,1,1,1,1,1,1,20251214,20261212
15615_20251214,1,1,1,1,1,0,0,20251214,20261212
15617_20251214,1,1,1,1,1,1,1,20251214,20261212
15621_20251214,1,1,1,1,1,1,1,20251214,20261212
15623_20251214,1,1,1,1,1,1,1,20251214,20261212
15625_20251214,1,1,1,1,1,1,1,20251214,20261212
15627_20251214,1,1,1,1,1,0,0,20251214,20261212
15629_20251214,1,1,1,1,1,1,1,20251214,20261212
15631_20251214,1,1,1,1,1,0,0,20251214,20261212
15633_20251214,1,1,1,1,1,1,1,20251214,20261212
15635_20251214,1,1,1,1,1,1,1,20251214,20261212
15637_20251214,1,1,1,1,1,1,1,20251214,20261212
15639_20251214,1,1,1,1,1,0,0,20251214,20261212
15641_20251214,1,1,1,1,1,1,1,20251214,20261212
15643_20251225,1,1,1,1,1,0,0,20251225,20261212
15645_20251225,1,1,1,1,1,1,1,20251225,20261212
15647_20251214,1,1,1,1,1,0,0,20251214,20261212
15649_20251214,1,1,1,1,1,1,1,20251214,20261212
15651_20251225,1,1,1,1,1,0,0,20251225,20261212
15653_20251225,1,1,1,1,1,1,1,20251225,20261212
15655_20260419,1,1,1,1,1,0,1,20260419,20260424
15655_20260425,0,0,0,0,0,1,0,20260425,20260425
15655_20260426,1,1,1,1,1,1,1,20260426,20260508
15655_20260509,0,0,0,0,0,1,0,20260509,20260509
15655_20260510,1,1,1,1,1,0,1,20260510,20260515
15655_20260516,0,0,0,0,0,1,0,20260516,20260516
15655_20260517,1,1,1,1,1,1,1,20260517,20261212
15657_20260419,1,1,1,1,1,0,1,20260419,20260424
15657_20260425,0,0,0,0,0,1,0,20260425,20260425
15657_20260426,0,0,0,0,0,0,1,20260426,20260426
15657_20260501,0,0,0,0,1,1,1,20260501,20260503
15657_20260508,0,0,0,0,1,0,0,20260508,20260508
15657_20260509,0,0,0,0,0,1,0,20260509,20260509
15657_20260510,0,0,0,0,0,0,1,20260510,20260510
15657_20260515,0,0,0,0,1,0,0,20260515,20260515
15657_20260516,0,0,0,0,0,1,0,20260516,20260516
15657_20260517,1,1,1,1,1,1,1,20260517,20261212
15659_20260419,1,1,1,1,0,0,1,20260419,20260423
15659_20260424,0,0,0,0,1,1,0,20260424,20260425
15659_20260426,0,0,0,0,0,0,1,20260426,20260426
15659_20260501,0,0,0,0,1,0,0,20260501,20260501
15659_20260502,0,0,0,0,0,1,1,20260502,20260503
15659_20260508,0,0,0,0,1,1,0,20260508,20260509
15659_20260510,0,0,0,0,0,0,1,20260510,20260510
15659_20260515,0,0,0,0,1,1,0,20260515,20260516
15659_20260517,1,1,1,1,1,1,1,20260517,20261212
15700_20260503,0,0,0,0,0,0,1,20260503,20260503
15700_20260518,0,0,0,0,0,0,1,20260518,20261212
15702_20260421,0,1,1,1,1,0,0,20260421,20260424
15702_20260428,0,1,1,1,0,0,0,20260428,20260430
15702_20260505,0,1,1,1,1,0,0,20260505,20260508
15702_20260512,0,1,1,1,1,0,0,20260512,20260515
15702_20260519,0,1,1,1,1,0,0,20260519,20260522
15702_20260526,0,1,1,1,1,0,0,20260526,20260529
15702_20260602,0,1,1,0,1,0,0,20260602,20260607
15702_20260609,0,1,0,1,1,0,0,20260609,20260614
15702_20260616,0,1,1,1,1,0,0,20260616,20260621
15702_20260623,0,1,1,1,1,0,0,20260623,20260628
15702_20260630,0,1,1,1,1,0,0,20260630,20260705
15702_20260707,0,1,1,1,1,0,0,20260707,20260712
15702_20260714,0,1,1,1,1,0,0,20260714,20260717
15703_20260425,1,0,0,0,0,0,0,20260425,20260427
15703_20260501,1,0,0,0,0,0,0,20260501,20260504
15703_20260509,1,0,0,0,0,0,0,20260509,20260511
15703_20260516,1,0,0,0,0,0,0,20260516,20260518
15703_20260523,1,0,0,0,0,0,0,20260523,20260525
15703_20260530,1,0,0,0,0,0,0,20260530,20260601
15703_20260608,1,0,0,0,0,0,0,20260608,20260608
15703_20260615,1,0,0,0,0,0,0,20260615,20260615
15703_20260622,1,0,0,0,0,0,0,20260622,20260622
15703_20260629,1,0,0,0,0,0,0,20260629,20260629
15703_20260706,1,0,0,0,0,0,0,20260706,20260706
15703_20260713,1,0,0,0,0,0,0,20260713,20260713
15703_20260718,1,1,1,1,1,0,0,20260718,20261212
15704_20260426,0,0,0,0,0,0,1,20260426,20260426
15704_20260510,0,0,0,0,0,0,1,20260510,20260510
15704_20260517,0,0,0,0,0,0,1,20260517,20260517
15705_20260420,0,0,0,0,0,1,0,20260420,20260425
15705_20260427,0,0,0,0,1,1,1,20260427,20260509
15705_20260511,0,0,0,0,0,1,0,20260511,20260516
15705_20260518,1,1,1,1,0,1,1,20260518,20261212
15707_20251214,1,1,1,1,1,0,0,20251214,20261212
15708_20251214,1,1,1,1,1,0,0,20251214,20261212
15710_20260426,0,0,0,0,0,0,1,20260426,20260426
15710_20260510,0,0,0,0,0,0,1,20260510,20260510
15710_20260517,0,0,0,0,0,0,1,20260517,20260517
15711_20260420,1,1,1,1,1,1,0,20260420,20260425
15711_20260427,1,1,1,1,1,1,1,20260427,20260509
15711_20260511,1,1,1,1,1,1,0,20260511,20260516
15711_20260518,1,1,1,1,1,1,1,20260518,20261212
15712_20251214,1,1,1,1,1,0,0,20251214,20261212
15714_20260426,0,0,0,0,0,0,1,20260426,20260426
15714_20260510,0,0,0,0,0,0,1,20260510,20260510
15714_20260517,0,0,0,0,0,0,1,20260517,20260517
15715_20260420,1,1,1,1,1,1,0,20260420,20260425
15715_20260427,1,1,1,1,1,1,1,20260427,20260509
15715_20260511,1,1,1,1,1,1,0,20260511,20260516
15715_20260518,1,1,1,1,1,1,1,20260518,20261212
15716_20251214,1,1,1,1,1,1,0,20251214,20261212
15719_20251214,1,1,1,1,1,1,1,20251214,20261212
15720_20251214,1,1,1,1,1,0,0,20251214,20261212
15723_20251214,1,1,1,1,1,1,1,20251214,20261212
15725_20251214,1,1,1,1,1,1,1,20251214,20261212
15727_20251214,1,1,1,1,1,1,1,20251214,20261212
15728_20251214,1,1,1,1,1,0,0,20251214,20261212
15731_20251214,1,1,1,1,1,1,1,20251214,20261212
15732_20251214,1,1,1,1,1,0,0,20251214,20261212
15735_20251214,1,1,1,1,1,1,1,20251214,20261212
15737_20251214,1,1,1,1,1,1,1,20251214,20261212
15739_20251214,1,1,1,1,1,1,1,20251214,20261212
15740_20251225,1,1,1,1,1,0,0,20251225,20261212
15743_20251214,1,1,1,1,1,1,1,20251214,20261212
15744_20251225,1,1,1,1,1,0,0,20251225,20261212
15747_20251214,1,1,1,1,1,1,1,20251214,20261212
15748_20251225,1,1,1,1,1,0,0,20251225,20261212
15750_20251214,1,1,1,1,1,0,0,20251214,20261212
15752_20251225,1,1,1,1,1,0,0,20251225,20261212
15755_20251214,1,1,1,1,1,1,1,20251214,20261212
15757_20251225,1,1,1,1,1,1,1,20251225,20261212
15759_20260419,1,1,1,1,1,0,1,20260419,20260424
15759_20260426,1,1,1,1,1,1,1,20260426,20260508
15759_20260510,1,1,1,1,1,0,1,20260510,20260515
15759_20260517,1,1,1,1,1,1,1,20260517,20261212
15761_20260419,1,1,1,1,1,0,1,20260419,20260424
15761_20260426,1,1,1,1,1,1,1,20260426,20260508
15761_20260510,1,1,1,1,1,0,1,20260510,20260515
15761_20260517,1,1,1,1,1,1,1,20260517,20261212
15763_20260419,1,1,1,1,0,0,1,20260419,20260423
15763_20260426,1,1,1,1,0,0,1,20260426,20260430
15763_20260501,0,0,0,0,1,0,0,20260501,20260501
15763_20260502,1,1,1,1,0,1,1,20260502,20260507
15763_20260510,1,1,1,1,0,0,1,20260510,20260514
15763_20260517,1,1,1,1,1,1,1,20260517,20261212
15765_20251214,1,1,1,1,1,1,1,20251214,20261212
15841_20251225,1,1,1,1,1,0,0,20251225,20261212
15845_20251225,1,1,1,1,1,0,0,20251225,20261212
15851_20251214,1,1,1,1,1,0,0,20251214,20261212
15852_20260420,1,1,1,1,1,1,0,20260420,20260425
15852_20260426,0,0,0,0,0,0,1,20260426,20260426
15852_20260427,1,1,1,1,1,1,1,20260427,20260509
15852_20260510,0,0,0,0,0,0,1,20260510,20260510
15852_20260511,1,1,1,1,1,1,0,20260511,20260516
15852_20260517,0,0,0,0,0,0,1,20260517,20260517
15852_20260518,1,1,1,1,1,1,1,20260518,20261212
15855_20251214,1,1,1,1,1,0,0,20251214,20261212
15900_20260420,1,1,1,1,1,1,0,20260420,20260425
15900_20260426,0,0,0,0,0,0,1,20260426,20260426
15900_20260427,1,1,1,1,1,1,1,20260427,20260509
15900_20260510,0,0,0,0,0,0,1,20260510,20260510
15900_20260511,1,1,1,1,1,1,0,20260511,20260516
15900_20260517,0,0,0,0,0,0,1,20260517,20260517
15900_20260518,1,1,1,1,1,1,1,20260518,20261212
15901_20251214,1,1,1,1,1,0,0,20251214,20261212
15902_20251214,1,1,1,1,1,0,0,20251214,20261212
15903_20251226,1,1,1,1,1,1,1,20251226,20261212
15904_20251214,1,1,1,1,1,1,1,20251214,20261212
15905_20251214,1,1,1,1,1,0,0,20251214,20261212
15906_20251214,1,1,1,1,1,0,0,20251214,20261212
15907_20260420,1,1,1,1,1,1,0,20260420,20260425
15907_20260426,0,0,0,0,0,0,1,20260426,20260426
15907_20260427,1,1,1,1,1,1,1,20260427,20260509
15907_20260510,0,0,0,0,0,0,1,20260510,20260510
15907_20260511,1,1,1,1,1,1,0,20260511,20260516
15907_20260517,0,0,0,0,0,0,1,20260517,20260517
15907_20260518,1,1,1,1,1,1,1,20260518,20261212
15908_20251214,1,1,1,1,1,1,1,20251214,20261212
15909_20251214,1,1,1,1,1,0,0,20251214,20261212
15910_20251214,1,1,1,1,1,0,0,20251214,20261212
15911_20260420,1,1,1,1,1,1,0,20260420,20260425
15911_20260426,0,0,0,0,0,0,1,20260426,20260426
15911_20260427,1,1,1,1,1,1,1,20260427,20260509
15911_20260510,0,0,0,0,0,0,1,20260510,20260510
15911_20260511,1,1,1,1,1,1,0,20260511,20260516
15911_20260517,0,0,0,0,0,0,1,20260517,20260517
15911_20260518,1,1,1,1,1,1,1,20260518,20261212
15912_20251214,1,1,1,1,1,1,1,20251214,20261212
15913_20251214,1,1,1,1,1,0,0,20251214,20261212
15914_20251214,1,1,1,1,1,0,0,20251214,20261212
15915_20251226,1,1,1,1,1,1,1,20251226,20261212
15916_20251214,1,1,1,1,1,1,1,20251214,20261212
15917_20251214,1,1,1,1,1,0,0,20251214,20261212
15918_20251214,1,1,1,1,1,0,0,20251214,20261212
15919_20251214,1,1,1,1,1,1,1,20251214,20261212
15920_20251214,1,1,1,1,1,1,1,20251214,20261212
15921_20251214,1,1,1,1,1,0,0,20251214,20261212
15922_20251214,1,1,1,1,1,0,0,20251214,20261212
15923_20251214,1,1,1,1,1,1,1,20251214,20261212
15924_20251214,1,1,1,1,1,1,1,20251214,20261212
15925_20251214,1,1,1,1,1,0,0,20251214,20261212
15926_20251214,1,1,1,1,1,0,0,20251214,20261212
15927_20251214,1,1,1,1,1,1,1,20251214,20261212
15928_20251214,1,1,1,1,1,1,1,20251214,20261212
15929_20251214,1,1,1,1,1,0,0,20251214,20261212
15930_20251214,1,1,1,1,1,0,0,20251214,20261212
15931_20251214,1,1,1,1,1,1,1,20251214,20261212
15932_20251214,1,1,1,1,1,1,1,20251214,20261212
15933_20251214,1,1,1,1,1,0,0,20251214,20261212
15934_20251225,1,1,1,1,1,0,0,20251225,20261212
15935_20251214,1,1,1,1,1,1,1,20251214,20261212
15936_20251214,1,1,1,1,1,1,1,20251214,20261212
15937_20251214,1,1,1,1,1,0,0,20251214,20261212
15938_20251225,1,1,1,1,1,0,0,20251225,20261212
15939_20251214,1,1,1,1,1,1,1,20251214,20261212
15940_20251214,1,1,1,1,1,1,1,20251214,20261212
15941_20251214,1,1,1,1,1,0,0,20251214,20261212
15942_20251225,1,1,1,1,1,0,0,20251225,20261212
15943_20251214,1,1,1,1,1,1,1,20251214,20261212
15944_20251214,1,1,1,1,1,1,1,20251214,20261212
15945_20251214,1,1,1,1,1,0,0,20251214,20261212
15946_20251225,1,1,1,1,1,0,0,20251225,20261212
15947_20251214,1,1,1,1,1,1,1,20251214,20261212
15948_20251214,1,1,1,1,1,1,1,20251214,20261212
15949_20251225,1,1,1,1,1,0,0,20251225,20261212
15950_20251225,1,1,1,1,1,0,0,20251225,20261212
15951_20251214,1,1,1,1,1,1,1,20251214,20261212
15952_20251225,1,1,1,1,1,1,1,20251225,20261212
15953_20251225,1,1,1,1,1,0,0,20251225,20261212
15954_20251225,1,1,1,1,1,1,1,20251225,20261212
15955_20251214,1,1,1,1,1,1,1,20251214,20261212
15956_20251225,1,1,1,1,1,1,1,20251225,20261212
15957_20251225,1,1,1,1,1,1,1,20251225,20261212
15958_20260101,1,1,1,1,1,1,1,20260101,20261212
15959_20251225,1,1,1,1,1,1,1,20251225,20261212
15961_20260101,1,1,1,1,1,1,1,20260101,20261212
16000_20251214,0,0,0,0,0,0,1,20251214,20261212
16001_20251214,1,1,1,1,1,1,1,20251214,20261212
16002_20251214,1,1,1,1,1,1,1,20251214,20261212
16003_20251214,1,1,1,1,1,0,0,20251214,20261212
16004_20251214,1,1,1,1,1,1,1,20251214,20261212
16005_20251214,1,1,1,1,1,1,1,20251214,20261212
16006_20251214,1,1,1,1,1,0,0,20251214,20261212
16007_20251214,1,1,1,1,1,0,0,20251214,20261212
16008_20251214,1,1,1,1,1,1,1,20251214,20261212
16009_20251214,1,1,1,1,1,1,1,20251214,20261212
16010_20251214,1,1,1,1,1,0,0,20251214,20261212
16011_20251214,1,1,1,1,1,0,0,20251214,20261212
16012_20251214,1,1,1,1,1,1,1,20251214,20261212
16013_20251214,1,1,1,1,1,1,1,20251214,20261212
16014_20251214,1,1,1,1,1,0,0,20251214,20261212
16015_20251214,1,1,1,1,1,1,1,20251214,20261212
16016_20251214,1,1,1,1,1,1,1,20251214,20261212
16017_20251214,1,1,1,1,1,1,1,20251214,20261212
16018_20251214,1,1,1,1,1,1,1,20251214,20261212
16019_20251214,1,1,1,1,1,1,1,20251214,20261212
16020_20251214,1,1,1,1,1,1,1,20251214,20261212
16021_20251214,1,1,1,1,1,1,1,20251214,20261212
16022_20251214,1,1,1,1,1,1,1,20251214,20261212
16023_20251214,1,1,1,1,1,1,1,20251214,20261212
16024_20251214,1,1,1,1,1,1,1,20251214,20261212
16025_20251214,1,1,1,1,1,1,1,20251214,20261212
16026_20251214,1,1,1,1,1,1,1,20251214,20261212
16027_20251214,1,1,1,1,1,1,1,20251214,20261212
16028_20251214,1,1,1,1,1,1,1,20251214,20261212
16029_20251214,1,1,1,1,1,0,0,20251214,20261212
16030_20251214,1,1,1,1,1,1,1,20251214,20261212
16031_20251214,1,1,1,1,1,1,1,20251214,20261212
16032_20251214,1,1,1,1,1,0,0,20251214,20261212
16033_20251214,1,1,1,1,1,0,0,20251214,20261212
16034_20251214,1,1,1,1,1,1,1,20251214,20261212
16035_20251214,1,1,1,1,1,1,1,20251214,20261212
16036_20251214,1,1,1,1,1,0,0,20251214,20261212
16037_20251214,1,1,1,1,1,0,0,20251214,20261212
16038_20251214,1,1,1,1,1,1,1,20251214,20261212
16039_20251214,1,1,1,1,1,1,1,20251214,20261212
16040_20251214,1,1,1,1,1,0,0,20251214,20261212
16041_20251214,1,1,1,1,1,0,0,20251214,20261212
16042_20251214,1,1,1,1,1,1,1,20251214,20261212
16043_20251214,1,1,1,1,1,1,1,20251214,20261212
16044_20251214,1,1,1,1,1,1,1,20251214,20261212
16045_20251214,1,1,1,1,1,1,1,20251214,20261212
16046_20251214,1,1,1,1,1,1,1,20251214,20261212
16047_20260228,1,1,1,1,1,1,1,20260228,20261212
16048_20260228,1,1,1,1,1,1,1,20260228,20261212
16049_20260411,1,1,1,1,1,1,1,20260411,20261212
16050_20251214,1,1,1,1,1,0,0,20251214,20261212
16400_20251214,1,1,1,1,1,0,0,20251214,20261212
16402_20251214,1,1,1,1,1,0,0,20251214,20261212
16404_20251214,1,1,1,1,1,0,0,20251214,20261212
16406_20251214,1,1,1,1,1,0,0,20251214,20261212
16408_20251214,1,1,1,1,1,0,0,20251214,20261212
16410_20251214,1,1,1,1,1,0,0,20251214,20261212
16412_20251214,1,1,1,1,1,0,0,20251214,20261212
16414_20251214,1,1,1,1,1,0,0,20251214,20261212
16416_20251214,1,1,1,1,1,0,0,20251214,20261212
16418_20251214,1,1,1,1,1,0,0,20251214,20261212
16420_20251214,1,1,1,1,1,0,0,20251214,20261212
16422_20251214,1,1,1,1,1,0,0,20251214,20261212
16424_20251214,1,1,1,1,1,0,0,20251214,20261212
16426_20251214,1,1,1,1,1,0,0,20251214,20261212
16428_20251214,1,1,1,1,1,0,0,20251214,20261212
16430_20251214,1,1,1,1,1,0,0,20251214,20261212
16432_20251214,1,1,1,1,1,0,0,20251214,20261212
16434_20251214,1,1,1,1,1,0,0,20251214,20261212
16436_20251214,1,1,1,1,1,0,0,20251214,20261212
16438_20251214,1,1,1,1,1,0,0,20251214,20261212
16440_20251214,1,1,1,1,1,0,0,20251214,20261212
16442_20251214,1,1,1,1,1,0,0,20251214,20261212
16444_20251214,1,1,1,1,1,0,0,20251214,20261212
16446_20251214,1,1,1,1,1,0,0,20251214,20261212
16448_20251214,1,1,1,1,1,0,0,20251214,20261212
16450_20251214,1,1,1,1,1,0,0,20251214,20261212
16452_20251214,1,1,1,1,1,0,0,20251214,20261212
16454_20251225,1,1,1,1,1,0,0,20251225,20261212
16456_20251214,1,1,1,1,1,0,0,20251214,20261212
16458_20251214,1,1,1,1,1,0,0,20251214,20261212
16460_20251225,1,1,1,1,1,0,0,20251225,20261212
16462_20251214,1,1,1,1,1,0,0,20251214,20261212
16464_20260228,1,1,1,1,1,0,0,20260228,20261212
16466_20260425,0,0,0,0,0,0,0,20260425,20260426
16466_20260620,1,1,1,1,1,0,0,20260620,20261212
16468_20260421,0,1,1,1,1,1,0,20260421,20260425
16468_20260426,0,0,0,0,0,0,0,20260426,20260427
16468_20260428,0,1,1,1,1,1,0,20260428,20260620
16468_20260621,0,1,1,1,1,1,0,20260621,20261212
16500_20260131,1,1,1,1,1,0,0,20260131,20261212
16502_20251214,1,1,1,1,1,0,0,20251214,20261212
16504_20251214,1,1,1,1,1,0,0,20251214,20261212
16506_20251214,1,1,1,1,1,0,0,20251214,20261212
16508_20251214,1,1,1,1,1,0,0,20251214,20261212
16510_20251214,1,1,1,1,1,0,0,20251214,20261212
16512_20251214,1,1,1,1,1,0,0,20251214,20261212
16514_20251214,1,1,1,1,1,0,0,20251214,20261212
16516_20251214,1,1,1,1,1,0,0,20251214,20261212
16518_20251214,1,1,1,1,1,0,0,20251214,20261212
16520_20251214,1,1,1,1,1,0,0,20251214,20261212
16522_20251214,1,1,1,1,1,0,0,20251214,20261212
16524_20251214,1,1,1,1,1,0,0,20251214,20261212
